year,country,"Stocks traded, total value (% of GDP)","Inflation, consumer prices (annual %)","Stocks traded, turnover ratio of domestic shares (%)",Tax revenue (% of GDP),GDP per capita (current US$),"Central government debt, total (% of GDP)",Gini index (World Bank estimate),Broad money (% of GDP),"Total reserves (includes gold, current US$)","International migrant stock, total",Income share held by highest 10%,Poverty headcount ratio at national poverty lines (% of population),"Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Exports of goods and services (% of GDP),timestamp
1996,TTO,,3.40457442819623,,,4579.97810520482,,,45.9136553491815,5.63761634692393E8,,,,68.713,25.2,3.4,,1635728326230
2002,TTO,,4.15005861664714,,20.4554983123112,7053.08737085832,,,48.337035587138,2.04859395445554E9,,,,69.903,24.6,3.69,,1635728356390
2003,TTO,,3.81110624396873,,21.3015498320898,8807.86606828197,,,38.3803713892285,2.47658226209186E9,,,,70.164,24.2,3.72,,1635728361445
2004,TTO,,3.72154938995966,,22.0250564559057,10293.8692465675,,,38.9216510889406,3.19502178202602E9,,,,70.428,23.8,3.8,,1635728366484
2005,TTO,,6.87453459583515,,26.3787007953218,12327.2807128582,,,40.9700541397144,4.99225791204651E9,44812.0,,,70.691,23.3,3.89,,1635728371496
2006,TTO,,8.32960351465344,,30.2575876543509,14102.5932894722,16.803206848237,,42.5953437685886,6.60723189734595E9,,,,70.952,22.7,4.03,,1635728376548
2007,TTO,,7.89438834757306,,25.9952903378909,16539.8907485461,15.928004235045,,40.2494458765703,6.74522069757387E9,,,,71.21,22.2,4.17,,1635728381561
2008,TTO,,12.0303445477177,,29.48840531425,21204.0081810259,,,36.6162227398635,9.47868283877815E9,,,,71.464,21.6,4.22,,1635728386573
2009,TTO,,6.97808725251547,,26.8274060612857,14514.2406135579,,,62.0520208322147,8.82342655427755E9,,,,71.71,21.0,4.03,,1635728391629
2010,TTO,,10.5492003179987,,26.2440184613642,16683.3930629542,,,53.8147039113387,9.26800670519022E9,48226.0,,,71.946,20.4,4.03,,1635728396641
2011,TTO,,5.10713289264559,,25.6437422012934,19034.1207062684,,,47.005790972751,1.00773357435272E10,,,,72.17,19.8,3.43,,1635728401660
2012,TTO,,9.26028137068287,,26.3022254526488,19157.4597728795,,,55.89322325039,9.4735399312565E9,,,,72.382,19.2,3.72,,1635728406714
2013,TTO,,5.19981740465616,,25.4107612766173,20143.5454060659,,,54.391632506371,1.02510858824588E10,,,,72.582,18.6,2.68,,1635728411724
2014,TTO,,5.68441814595665,,26.7166950953344,20270.933769027,,,57.8726546453441,1.15673204480123E10,,,,72.768,18.1,2.48,,1635728416736
2015,TTO,,4.66121598098263,,26.5726634794791,18214.460619356,,,65.0781406587552,9.99321747134719E9,49883.0,,,72.941,17.6,2.43,,1635728421789
2016,TTO,,3.07066742464024,,19.9155357884443,16250.6286879928,,,71.322692555595,9.53689446597485E9,,,,73.1,17.1,3.21,,1635728426801
2017,TTO,,1.8803844018353,,19.5916632622132,16173.7400502023,,,69.9099144913351,8.45033960808426E9,,,,73.245,16.6,3.3,,1635728431813
2018,TTO,,1.01856930188828,,20.0482124591473,17037.8623561897,,,66.9496400569693,8.10851757738663E9,,,,73.38,16.1,3.4,,1635728436865
2019,TTO,,1.00054293027224,,,16637.1629387697,,,70.4512277096252,7.02389923448145E9,,,,73.507,15.7,3.46,,1635728441878
2020,TTO,,0.598986330824747,,,15384.0394609875,,,81.3931782420365,7.07177291893319E9,,,,,,6.74,,1635728446892
1990,TUN,,6.54529307282412,,19.9534010743641,1491.11977697788,54.7703800956018,40.2,51.4961398707434,8.66664126740977E8,37984.0,30.7,,68.792,43.2,,43.5570513235389,1635728451941
1991,TUN,,8.19371509544086,,20.3844107475392,1551.37799762901,60.6727188081937,,48.9895583931897,8.6604731914371E8,,,,69.407,41.5,15.64,40.3656225059856,1635728456950
1992,TUN,,5.82434514637906,,20.4993506398751,1799.11158195648,55.4991317544397,,46.5761137620569,9.23751016323607E8,,,,70.001,39.9,15.74,39.5350873352887,1635728461961
1993,TUN,,3.97495631916132,,21.0079792675442,1660.87500161814,59.3098274568642,,46.2067994271295,9.3795841169452E8,,,,70.555,38.2,15.91,40.4453392893678,1635728467017
1994,TUN,1.76299788792068,4.73323063996598,,20.7641427107969,1743.15453270062,59.0345141585198,,46.3010155686805,1.54439776968065E9,,,,71.062,36.3,15.96,44.9322743426627,1635728472031
1999,TUN,,2.69012485811578,,19.1311664547799,2386.58949246551,55.6386363803379,,47.4565472997303,2.32461830364422E9,,,,72.904,26.6,15.21,37.9790415861375,1635728497209
1995,TUN,3.71374068426794,6.24415028747145,16.6230580945619,20.4858138143774,1975.89986185202,57.518267866149,41.7,45.7606176474038,1.68907072945179E9,37867.0,31.8,,71.517,34.4,15.95,44.9043502738714,1635728477044
1996,TUN,1.02770553279871,3.72514472690712,5.35084874615233,19.8376192549157,2113.58743221331,55.2965179400303,,46.3890004877716,1.97768841974186E9,,,,71.921,32.5,15.96,42.1093762292631,1635728482097
1997,TUN,0.948455516619159,3.65202620723071,8.7956837362323,18.4410331511459,2208.20624309481,56.9353278066895,,44.9125325801756,2.04103293046966E9,,,,72.282,30.4,15.94,39.1140807378157,1635728487144
1998,TUN,0.742408091833652,3.12536579655865,7.4495600309267,19.18316383043,2292.71174141326,54.2817440338334,,43.7627590373578,1.91256927107092E9,,,,72.608,28.5,15.54,38.5197865270366,1635728492159
2000,TUN,,2.96230794738606,,19.2923685337066,2211.8350154787,56.7212758294998,40.8,50.0851889350194,1.87142706505158E9,36446.0,31.6,25.4,73.172,24.9,14.94,39.7300345865581,1635728502222
2001,TUN,,1.98333333333338,,19.597497669027,2253.03485218065,56.4678199732883,,54.9650706464449,2.04957290090431E9,,,,73.415,23.3,14.4,42.8168233248494,1635728507235
2002,TUN,,2.72103284850454,,19.5406246580672,2344.39690730329,55.9344340024072,,54.6842615960117,2.36494404585817E9,,,,73.638,22.0,14.55,40.7848345956986,1635728512285
2003,TUN,,2.7125924747435,,18.7452647767236,2760.40512203819,55.0213155722411,,53.2734534335118,3.03624387163543E9,,,,73.842,20.8,14.51,39.4835638279828,1635728517297
2004,TUN,,3.63228004956626,,18.6721938282889,3111.3743813976,53.8375580931292,,52.4772543961687,4.03113905031147E9,,,,74.034,19.7,14.23,42.198076650746,1635728522310
2005,TUN,,2.01778641357149,,18.8775047168685,3193.20435786446,52.4205297222421,37.7,54.113544833436,4.5484318735589E9,35040.0,29.1,23.1,74.217,18.8,12.87,44.9322920398366,1635728527361
2006,TUN,,3.22525337438917,,18.5107154877372,3369.92444259929,48.5639104645928,,55.3457485687972,6.91162338049484E9,,,,74.391,17.9,12.51,46.0285163540679,1635728532374
2007,TUN,,2.9669443247735,,19.067873938373,3776.33204636461,45.7824704950416,,57.5782977249506,8.03236191205129E9,,,,74.558,17.2,12.37,51.0782219815701,1635728537386
2008,TUN,,4.34502807623041,,20.4998082253244,4307.58002263066,43.2877054340983,,58.8689381757723,9.03890559888531E9,,,,74.72,16.6,12.44,55.6528299429018,1635728542437
2009,TUN,,3.66490330642925,,20.0481618073119,4128.46395929364,42.9297921509547,,62.5817426630804,1.12943876813622E10,,,,74.88,16.2,13.29,45.039811033928,1635728547449
2010,TUN,4.16699496467342,3.33897963601065,17.2329137762857,20.1390860287529,4141.97596390705,40.6626014003759,35.8,65.0827500587635,9.76426503707788E9,43172.0,27.0,20.5,75.041,15.8,13.05,49.4973396030418,1635728552458
2011,TUN,2.29346350411368,3.24002842009523,10.8740764047084,21.1931055228384,4264.6781221604,44.6247763295406,,69.7283067730873,7.78530550743057E9,,,,75.206,15.5,18.33,48.5317604299435,1635728557513
2012,TUN,2.77794190387984,4.61184432206646,,21.1278776435432,4152.68439365665,44.6597258111926,,69.0736687874994,8.71783020054899E9,,,,75.376,15.2,17.63,48.5461898353537,1635728562522
2013,TUN,0.998679510785408,5.31623531326693,,,4222.70514036347,,,68.7079623963924,7.55002749983122E9,,,,75.552,15.0,15.93,46.9665490792892,1635728567530
2014,TUN,1.86259808415232,4.62555099534024,,,4305.48235674968,,,68.9205342205843,7.49801030287675E9,,,,75.734,14.9,15.06,44.924220474217,1635728572583
2015,TUN,,4.437371273215,,,3861.69240015155,,32.8,69.3707215395824,7.55920196029189E9,56701.0,25.6,15.2,75.922,14.8,15.16,40.0763025273589,1635728577593
2016,TUN,,3.62939937384383,,,3697.93872935664,,,70.6912332455276,6.13707779003259E9,,,,76.115,14.7,15.51,40.0259897742667,1635728582606
2017,TUN,,5.30884839565841,,,3481.24110633379,,,73.7990610426145,6.14398607965126E9,,,,76.31,14.7,15.38,43.8205035810601,1635728587661
2018,TUN,,7.3075917603165,,,3438.80506664387,,,72.3131143339393,5.66137025889029E9,,,,76.505,14.6,15.46,48.4924832200484,1635728592673
2019,TUN,,6.72007532863804,5.3823,,3351.57344330192,,,73.4303059463686,7.91998140482365E9,,,,76.699,14.5,15.13,48.6242294652975,1635728597685
2020,TUN,,5.63415115897623,,,3319.81902353323,,,84.4596331920316,9.81063087482627E9,,,,,,16.69,,1635728602741
1990,TUR,,60.3038691346447,,11.5583312683401,2794.35049380641,30.2454942016516,,23.7402311401663,7.62609981358548E9,1163686.0,,,64.256,55.4,,13.3651028519296,1635728607749
1991,TUR,5.51724291159307,65.978567991895,,12.4951735146288,2735.70761464811,32.1299111323629,,27.0899256947401,6.61620121604496E9,,,,64.757,52.7,8.21,13.8411301141106,1635728612764
1992,TUR,5.26716256557719,70.0761038690372,,12.968826598181,2842.36997834511,34.0172750620102,,27.8115693892633,7.5079268691292E9,,,,65.275,50.1,8.51,14.3922357339889,1635728617813
1993,TUR,8.88001521393639,66.0938429820005,43.698236868146,13.3427715713127,3180.18757651094,33.6982232562415,,25.1969872248245,7.84635855678459E9,,,,65.815,47.6,8.96,13.673802849848,1635728622821
1994,TUR,16.5789053753111,105.214986469202,100.286692098981,15.2014676965386,2270.33732535606,44.0175057105221,41.3,31.6005197044971,8.63321250574044E9,,32.0,,66.377,45.1,8.58,21.3621312072128,1635728627833
1995,TUR,30.0253222688113,89.1133172248499,244.990304125032,13.976774696349,2897.86664012665,35.8414007648945,,32.1560929665032,1.38909004015819E10,1216173.0,,,66.963,42.7,7.64,19.8916075029397,1635728632885
1996,TUR,19.9656642149881,80.4121511388042,119.533646962569,15.1995210542093,3053.94723062156,37.9207501444174,,36.5895889403804,1.78194370520218E10,,,,67.57,40.3,6.63,21.5426581369532,1635728637898
1997,TUR,23.0133172234516,85.669361649978,71.5070440263308,19.050538393081,3144.38570309118,44.2932887174408,,37.0752625326212,1.9746043484197E10,,,,68.189,38.0,6.84,24.5817176843052,1635728642910
1998,TUR,20.7163241946457,84.6413434846315,169.919148393593,14.6683801012076,4499.73750776878,30.2966279950942,,28.1324296473955,2.05676053886419E10,,,,68.807,35.7,6.89,20.6662298719224,1635728647965
1999,TUR,26.5183418529592,64.8674876350757,60.3191086541164,,4116.1705596504,,,38.0748044703078,2.44326639636654E10,,,,69.417,33.5,7.69,18.8109124989818,1635728652973
2000,TUR,60.505377183288,54.9153705812683,238.080404045736,,4337.47800296354,,,33.5314790796727,2.351452951039E10,1280963.0,,,70.005,31.4,6.5,19.8811989046161,1635728658020
2001,TUR,32.554853102602,54.4001887619075,135.735726985147,,3142.92099774582,,,44.2722566123396,1.99113318467119E10,,,25.0,70.56,29.4,8.38,27.1819418753369,1635728663077
2002,TUR,28.2915213574111,44.9641209479849,188.578810824668,,3687.95609325031,,41.4,38.6613917176345,2.83480302169613E10,,31.9,,71.078,27.5,10.36,25.1051190164424,1635728668090
2003,TUR,31.1920412706634,21.6024384490573,143.505754690768,,4760.1040190451,,42.2,33.9299625709292,3.55485092761176E10,,32.4,,71.559,25.7,10.54,23.0061778959535,1635728673103
2004,TUR,35.8450201800764,8.59826168115267,149.099371299518,,6101.63211660696,,41.3,33.2017964803931,3.73041213087358E10,,30.8,,72.004,23.9,10.84,23.6247532110161,1635728678156
2005,TUR,39.4477407288659,8.17916036802001,124.83167830437,,7456.2961006749,,42.6,38.6785675365284,5.24939419500754E10,1319236.0,32.8,18.6,72.424,22.3,10.64,21.8762675597935,1635728683170
2006,TUR,40.6546965484049,9.59724212288445,140.773902190339,,8101.85692374776,,39.6,40.3975176037227,6.32648411736432E10,,29.6,16.3,72.83,20.8,8.72,22.3948339423242,1635728688178
2007,TUR,47.6711979961545,8.75618090972635,114.153414793279,,9791.88245001167,,38.4,41.7264237590794,7.6496127491481E10,,28.2,16.7,73.235,19.3,8.87,21.8895256942149,1635728693233
2008,TUR,28.7146588860249,10.4441283764885,188.150531937286,17.5022873062229,10941.172146426,41.2155893803707,39.0,46.1090278731947,7.36746848156172E10,,29.4,17.1,73.649,18.0,9.71,23.5662909262571,1635728698242
2009,TUR,48.1646391730988,6.25097663090625,134.981259424512,18.0739349464114,9103.47405061243,50.1129561092721,39.0,51.7595288646851,7.49330999542986E10,,29.2,16.9,74.074,16.8,12.55,23.3701991459541,1635728703256
2010,TUR,51.8985908009455,8.56644420552977,133.330255068771,18.859020486632,10742.7749787626,47.1216697776893,38.8,52.8836046931277,8.59594616659826E10,1367034.0,29.3,16.1,74.507,15.6,10.66,21.1941333155525,1635728708309
2011,TUR,43.048636551503,6.47187967115097,183.21802327912,18.5709178655187,11420.5554558378,42.0450131192022,40.0,50.6352349030026,8.7937253858338E10,,30.5,16.3,74.944,14.6,8.8,22.9937012536403,1635728713317
2012,TUR,40.7613231671012,8.89156996512164,113.873490696453,18.1071816357094,11795.6334567571,38.9933664731333,40.2,49.6706643786638,1.1918296597541E11,,30.5,15.0,75.373,13.6,8.15,24.3608755208614,1635728718358
2013,TUR,39.0747029182748,7.49309030547697,191.19255960494,18.3638081029172,12614.7816100386,32.6708937102507,40.2,52.1925534642962,1.31053847400859E11,,30.6,15.0,75.784,12.7,8.73,23.7930095050818,1635728723409
2014,TUR,39.3785233393188,8.85457271364318,168.247803447503,17.9458170478531,12157.9904337823,31.4036114682558,41.2,51.4928366915281,1.27421921235759E11,,31.6,14.7,76.172,11.9,9.88,25.2055416974053,1635728728421
2015,TUR,40.4579388554581,7.6708536484588,185.153664405243,18.1807806755588,11006.2795239649,29.054264678734,42.9,52.4415854965147,1.10489628113015E11,2964916.0,33.5,14.3,76.532,11.1,10.24,24.5312773389092,1635728733433
2016,TUR,32.4031327607961,7.77513415328334,168.596475284957,18.2655872255633,10894.6033779275,31.6533464954349,41.9,55.2227191372775,1.04810530764478E11,,32.1,13.5,76.86,10.5,10.84,23.0835091311263,1635728738495
2017,TUR,43.9237677921109,11.1443110840764,165.761357636772,17.7181577427261,10589.667724687,,41.4,53.8543290565447,1.07657025384516E11,,31.9,13.9,77.161,9.8,10.82,26.0394223439924,1635728743507
2018,TUR,47.5104522911053,16.3324638988929,247.75668249345,17.2793030809319,9453.19617174191,,41.9,53.1574102823215,9.29972300405605E10,,32.6,14.4,77.437,9.2,10.89,31.2048629463635,1635728748518
2019,TUR,45.6548519732761,15.1768215720023,187.942,16.4799397340591,9126.59439195453,,41.9,58.7403803886959,1.05619672447934E11,,31.6,15.0,77.691,8.6,13.67,32.7414044226863,1635728753573
2020,TUR,120.621779973426,12.2789574462574,365.766479662036,,8538.16905982745,,,67.4868943699758,9.35115627203207E10,,,,,,13.92,28.5692307413065,1635728758587
1990,TUV,,,,,990.398175109231,,,,,318.0,,,,41.6,,,1635728763614
1991,TUV,,,,,1038.95783378009,,,,,,,,,41.1,,,1635728768674
1992,TUV,,,,,1069.47853690564,,,,,,,,,40.5,,,1635728773683
1993,TUV,,,,,1047.50521578164,,,,,,,,,39.7,,,1635728778696
1994,TUV,,,,,1175.81008308589,,,,,,,,,38.9,,,1635728783745
1995,TUV,,,,,1185.84051888057,,,,,263.0,,,,38.0,,,1635728788758
1996,TUV,,,,,1323.90750586021,,,,,,,,,37.1,,,1635728793767
1997,TUV,,,,,1361.58934900607,,,,,,,,,36.1,,,1635728798820
1998,TUV,,,,,1367.08453369597,,,,,,,,,35.1,,,1635728803833
1999,TUV,,,,,1464.80534095439,,,,,,,,,34.1,,,1635728808846
2000,TUV,,,,,1463.16621061465,,,,,217.0,,,,33.2,,,1635728813900
2001,TUV,,,,,1392.33434761827,,,,,,,,,32.3,,,1635728818912
2002,TUV,,,,,1610.65300125178,,,,,,,,,31.6,,,1635728823924
2003,TUV,,,,,1874.85381936079,,,,,,,,,30.9,,,1635728828981
2004,TUV,,,,,2181.63626862419,,,,,,,,,30.3,,,1635728833989
2005,TUV,,,,,2184.56525884837,,,,,183.0,,,,29.8,,,1635728839001
2006,TUV,,,,,2263.57594838734,,,,,,,,,29.2,,,1635728844057
2007,TUV,,,,,2645.10950457756,,,,,,,,,28.6,,,1635728849069
2008,TUV,,,,,2936.52154743431,,,,,,,,,27.9,,,1635728854079
2009,TUV,,,,,2602.61944445905,,,,,,,,,27.1,,,1635728859133
2010,TUV,,,,,3024.76177363717,,39.1,,,154.0,30.7,26.3,,26.4,,,1635728864146
2011,TUV,,0.500580743152696,,,3643.1216084556,,,,,,,,,25.7,,,1635728869168
2012,TUV,,,,,3506.30814357351,,,,,,,,,25.0,,,1635728874222
2013,TUV,,,,,3457.37626610981,,,,,,,,,24.3,,,1635728879234
2014,TUV,,,,,3398.3967498045,,,,,,,,,23.6,,,1635728884247
2015,TUV,,,,,3197.77225194394,,,,,141.0,,,,22.9,,,1635728889305
2016,TUV,,,,,3253.89953558627,,,,,,,,,22.2,,,1635728894318
2017,TUV,,,,,3574.06528751804,,,,,,,,,21.5,,,1635728899329
2018,TUV,,,,,3701.70925450693,,,,,,,,,20.9,,,1635728904385
2019,TUV,,,,,4055.89560959738,,,,,,,,,20.2,,,1635728909393
2020,TUV,,,,,4143.10975263011,,,,,,,,,,,,1635728914403
1990,TZA,,35.8267716535433,,,173.79061790875,,,19.9032000991943,1.928E8,574025.0,,,50.206,100.0,,12.62114884801,1635728919546
1991,TZA,,28.695652173913,,,195.661452958931,,35.3,19.7983683659633,2.03908582585933E8,,27.1,,49.978,98.7,3.6,10.2620611945616,1635728924558
1992,TZA,,21.8468468468473,,,175.558079897847,,,22.0720553217148,3.27336301511131E8,,,,49.743,97.5,3.58,12.4418378862935,1635728929571
1993,TZA,,25.277264325323,,,157.060812480201,,,24.3954330712312,2.03345199602014E8,,,,49.529,96.3,3.59,17.9831078575005,1635728934605
1994,TZA,,34.0833640722984,,,161.176877950277,,,24.783719110327,3.32066143505941E8,,,,49.365,95.0,3.53,20.6139807131078,1635728939661
1995,TZA,,27.4277854195323,,,182.361927987515,,,25.0887270319484,2.99209720644897E8,1106043.0,,,49.287,93.5,3.45,24.0747227280252,1635728944673
1996,TZA,,20.9772596430629,,,219.550211072803,,,21.8039824378219,4.67780725002588E8,,,,49.329,91.7,3.38,19.9371649429537,1635728949685
1997,TZA,,16.0906549283201,,,253.475984713066,,,19.7103663495313,6.43830444815455E8,,,,49.503,89.3,3.29,16.2181067167801,1635728954740
1998,TZA,,12.7997540479609,,,395.532620809664,,,12.5920480452893,6.20743979840385E8,,,,49.809,86.3,3.22,10.0250361806256,1635728959754
1999,TZA,3.14682781105734E-4,7.89043336058879,0.0233385845148492,,400.263671778405,,,12.8610622709969,7.97229732224595E8,,,,50.248,82.8,3.17,10.1633516307338,1635728964794
2000,TZA,0.0358852309025835,5.92396109637476,2.07361327112494,,410.952365470373,,37.3,13.0548920830606,9.94821489507032E8,928180.0,28.9,35.6,50.801,78.7,3.08,10.8090877557931,1635728969849
2001,TZA,0.0524973255888285,5.14746800222619,1.79100728460186,,406.538753740653,,,15.761486523828,1.17735765166215E9,,,,51.444,74.3,2.99,13.8322827976542,1635728974898
2002,TZA,,5.31783366118202,,,411.972321782646,,,17.2323718165561,1.55454548308318E9,,,,52.142,69.9,3.11,14.2767316009244,1635728979916
2003,TZA,,5.30356621509782,,,431.27972978737,,,17.5773834106214,2.03841125071436E9,,,,52.866,65.8,3.21,15.0879337473248,1635728985025
2004,TZA,,4.73580143949057,,,459.259295161963,,,17.3611955572667,2.29570146588251E9,,,,53.602,62.2,3.27,16.0400668388313,1635728990038
2001,CHN,34.5513647298267,0.719125609120107,,,1053.10824300262,,,141.08562496034,2.2005677761714E11,,,,71.732,28.2,3.8,20.3121457444929,1635703569743
2002,CHN,22.9987553318326,-0.731970902350276,,,1148.50829043887,,42.0,145.390144727744,2.97739475705212E11,,31.3,,72.061,26.1,4.2,22.6447456738957,1635703574755
2003,CHN,23.3695508263744,1.12760348729636,75.6370171030665,,1288.64325183475,,,153.550935354663,4.16199411548593E11,,,,72.381,24.1,4.6,26.9807565345137,1635703579767
2004,CHN,26.1588315885126,3.82463743108159,114.244535192578,,1508.66809788453,,,149.793554727932,6.22948544349601E11,,,,72.689,22.2,4.5,31.0613375828803,1635703584823
2005,CHN,17.1641537308417,1.77641407667574,97.6395428916971,8.56924385783334,1753.41782926104,,40.9,151.085803562345,8.31409619695566E11,678947.0,30.8,30.2,72.985,20.3,4.5,33.8298575659931,1635703589833
2006,CHN,42.112486808198,1.64943099455862,101.181736649302,9.05725398272786,2099.22943460734,,,157.494532482608,1.0807556828699E12,,,,73.271,18.7,4.4,36.0350255523532,1635703594845
2007,CHN,177.601108317534,4.81676767378831,140.782227105124,9.77140606467415,2693.97006340427,,,149.371964536552,1.54636466054337E12,,,,73.553,17.2,4.3,35.4347985287157,1635703599895
2008,CHN,84.9977507431034,5.92525137041095,219.535230370068,10.1014265266002,3468.30460207977,,43.0,148.840914139071,1.96603743107011E12,,32.0,,73.835,15.8,4.6,32.6027140173081,1635703604907
2009,CHN,153.493383049018,-0.728165250932952,219.15596179179,10.3094417362922,3832.23643246922,,,175.091378859566,2.45289906206779E12,,,,74.119,14.7,4.7,24.7498559389238,1635703609963
2010,CHN,135.658288658505,3.17532475269199,205.016627397069,10.212048608843,4550.45310775599,,43.7,176.126636974039,2.91371171131537E12,849861.0,32.6,17.2,74.409,13.6,4.5,27.1853327204051,1635703614978
2011,CHN,88.3795918722777,5.55389892257492,195.597103689813,10.3127948892952,5618.13226711491,,42.4,174.527719800556,3.25467406356349E12,,31.8,12.7,74.708,12.6,4.5,26.5681893451605,1635703619986
2012,CHN,58.9201084319499,2.61952432645544,135.966672191666,10.2567686829398,6316.91831760216,,42.2,180.873584238607,3.38751297377381E12,,31.5,10.2,75.013,11.6,4.6,25.4925222245396,1635703625038
2013,CHN,80.4143610051215,2.62105001748115,194.877219313193,9.90773258312895,7050.64627124287,,39.7,186.609379383303,3.88036826525293E12,,30.3,8.5,75.321,10.8,4.6,24.599254436897,1635703630050
2014,CHN,114.162763713333,1.92164162788521,199.157924385376,9.67861882699669,7678.59948587722,,39.2,190.870921682684,3.90003930299109E12,,29.7,7.2,75.629,9.9,4.6,23.5100609074235,1635703635062
2015,CHN,355.519847041738,1.43702380935655,480.287296024602,9.37692044713406,8066.94263493206,,38.6,202.11388866789,3.40525336388814E12,978046.0,29.4,5.7,75.928,9.2,4.6,21.3540798828848,1635703640119
2016,CHN,162.864848652683,2.00000182191941,249.907289144698,9.12291556057604,8147.93770549385,,38.5,207.673757889367,3.0976584213784E12,,29.4,4.5,76.21,8.5,4.5,19.5843800536482,1635703645162
2017,CHN,139.908670032463,1.59313600071434,197.713255619425,9.41931765253305,8879.43866711453,,,201.406397971845,3.23568160721304E12,,,3.1,76.47,7.9,4.4,19.6922769882201,1635703650170
2018,CHN,94.0684697065349,2.07479039965578,206.654398710927,9.05268573156305,9976.677137263,,,195.035875938151,3.16821633119909E12,,,1.7,76.704,7.3,4.3,19.1121035364139,1635703655224
2019,CHN,127.785602784456,2.89923416358227,214.288001693213,,10216.6303341031,,,197.886547609537,3.22289457803636E12,,,0.6,76.912,6.8,4.6,18.4963930786875,1635703660233
2020,CHN,214.502707602509,2.4194218945778,258.551270388776,,10500.3956159637,,,211.387095505593,3.35724087543372E12,,,,,,5.0,18.4969112496804,1635703665246
1990,CIV,,-0.805879698277997,,18.0109074301712,905.322019526304,,,28.7619528454125,,1816426.0,,,53.254,103.8,,31.6898746701998,1635703670306
1991,CIV,,1.68334849863475,,,848.75311593867,,,28.593682435283,,,,,53.062,103.6,6.62,30.0117263444518,1635703675315
1992,CIV,,4.23138382869969,,,870.480701711964,,39.4,28.3307369325128,,,29.5,,52.779,103.4,6.7,31.9094869275422,1635703680323
1993,CIV,,2.16471453976754,1.56485103821848,,832.28305872577,,,26.3754859844724,,,,,52.423,103.0,5.84,29.4424528741736,1635703685374
1994,CIV,,26.0815719947161,58.8837685611879,,605.26336693829,,,26.2343249009021,,,,,52.013,102.5,4.95,40.5274018640381,1635703690385
1995,CIV,,14.2950690851945,22.5636101776284,18.8190745863034,774.671375725252,171.065442627283,40.6,26.041415794334,,2076394.0,32.8,,51.569,101.8,4.1,41.7592996636706,1635703695397
1996,CIV,,2.48080669187551,30.5524239007892,,827.762118549029,,,23.9297464390453,,,,,51.109,100.9,4.1,41.1009950896473,1635703700450
1997,CIV,,4.02083333333304,,,774.727068082216,,,23.4976415756192,,,,,50.657,99.8,4.1,42.9159573074908,1635703705463
1998,CIV,0.150808350254257,4.61144759515372,1.04204903437885,,809.013051545653,,39.0,22.9072203827381,,,30.1,,50.242,98.4,4.1,41.3964022809244,1635703710476
1999,CIV,0.609373796757759,0.702375805956019,5.83105255833372,,771.968406002361,,,21.9903885497211,,,,,49.891,96.9,4.33,42.4023848973647,1635703715539
2000,CIV,0.307063501062741,2.53077516737993,7.56079114431737,,652.927867802063,,,21.5754391786603,,1994135.0,,,49.635,95.3,4.52,40.7810291279491,1635703720552
2001,CIV,0.0767695818115203,4.36152914007253,0.873779502758502,14.3103033452787,664.708695041625,,,20.9795970006014,,,,,49.495,93.4,4.71,40.7000579432605,1635703725565
2002,CIV,0.140989164081255,3.0772648515743,1.33033140388375,14.633696183801,719.912984294849,,41.3,25.9581145286176,,,32.7,,49.475,91.4,4.96,47.4623494754671,1635703730621
2003,CIV,0.15846431762678,3.29680746974211,1.47323511765882,13.3776188984917,871.666500798657,,,18.159961970288,,,,,49.572,89.5,5.18,41.8914161346606,1635703735638
2004,CIV,0.302517505768707,1.4579883560074,2.40893856894548,14.1947936415008,922.855273710099,,,19.8709990632588,,,,,49.788,87.5,5.36,46.405014716207,1635703740650
2005,CIV,0.20454343980723,3.8858303988648,1.49887884205607,13.8840880605387,931.200076305649,,,19.2497238936133,,2010824.0,,,50.12,85.2,5.51,49.8983605302186,1635703745704
2006,CIV,0.600784152830045,2.46719148596913,2.5760120906995,14.6578586724321,949.975827894716,,,21.0909746621629,,,,,50.561,83.3,5.61,52.3675889362035,1635703750717
2007,CIV,0.806851291744876,1.89200629349599,1.979008256303,15.0584167493245,1062.5569184225,,,26.6084122408886,,,,,51.091,81.1,5.71,47.2259826098979,1635703755728
2008,CIV,1.19993620967474,6.3085276915258,4.11778565674209,15.053502752571,1240.61489273127,,43.2,25.8324336587148,,,32.6,,51.682,78.8,5.88,47.1160873300615,1635703760781
2009,CIV,0.987068452392376,1.01950457731134,3.92859300527568,14.5990317093383,1215.1667854037,,,29.6205898232836,,,,,52.313,76.7,6.41,50.8544423605356,1635703765799
2010,CIV,0.911365343002029,1.2264561213548,3.17136343062145,14.3255146586256,1213.11299955211,,,32.8185929855562,,2095185.0,,,52.964,74.7,6.71,50.6326430216728,1635703770811
2011,CIV,0.45870773589223,4.91243395052462,1.85412558050767,10.9316199099345,1208.58319891729,,,37.4924520224741,,,,,53.62,72.9,6.96,53.819957201153,1635703775866
2012,CIV,0.650265746271729,1.30451119915595,,14.3904685399922,1243.2734867584,,,34.4249909861916,,,,,54.271,70.9,7.22,48.9288579039296,1635703780879
